body_type,sex,diet,how_often_shower,heating_energy_source,transport,vehicle_type,social_activity,monthly_grocery_bill,frequency_of_traveling_by_air,vehicle_monthly_distance_km,waste_bag_size,waste_bag_weekly_count,how_long_tv_pc_daily_hour,how_many_new_clothes_monthly,how_long_internet_daily_hour,energy_efficiency,recycling,cooking_with,co2,type,country,year,coal_co2,oil_co2,gas_co2,cement_co2,flaring_co2,other_industry_co2
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,5030000000.0,1,144.0,2006.0,344000000.0,1869000000.0,2360000000.0,457000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,4979000000.0,1,144.0,2007.0,169000000.0,1931000000.0,2176000000.0,703000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,5190000000.0,1,144.0,2008.0,326000000.0,2033999999.9999998,2041000000.0,790000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,4540000000.0,1,144.0,2009.0,348000000.0,1975000000.0,1876000000.0,341000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,4831000000.0,1,144.0,2010.0,326000000.0,2173000000.0,1982000000.0,350000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,4945000000.0,1,144.0,2011.0,333000000.0,2268000000.0,1916000000.0,427000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,4766000000.0,1,144.0,2012.0,414000000.0,2085000000.0,1825000000.0,442000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,4899000000.0,1,144.0,2013.0,553000000.0,2146999999.9999998,1722000000.0,477000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,4755000000.0,1,144.0,2014.0,363000000.0,2176000000.0,1751000000.0,465000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,4785000000.0,1,144.0,2015.0,370000000.0,2290000000.0,1682000000.0,443000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,4907000000.0,1,144.0,2016.0,282000000.0,2464000000.0,1727000000.0,434000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,5090000000.0,1,144.0,2017.0,403000000.0,2554000000.0,1726000000.0,408000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,5351000000.0,1,144.0,2018.0,293000000.0,2667000000.0,1876000000.0,515000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,5378000000.0,1,144.0,2019.0,367000000.0,2750000000.0,1734000000.0,528000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,5113000000.0,1,144.0,2020.0,286000000.0,2590000000.0,1766000000.0,471000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,5760000000.0,1,144.0,2021.0,337000000.0,2891000000.0,2019000000.0000002,513000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,5173000000.0,1,144.0,2022.0,236000000.0,3089000000.0,1440000000.0,409000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,5329000000.0,1,144.0,2023.0,217000000.0,3174000000.0,1360000000.0,578000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,5327000000.0,1,144.0,2024.0,246000000.0,3139000000.0,1363000000.0,578000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,7432000000.0,1,145.0,2000.0,6137000000.0,1261000000.0,0.0,34000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,7804000000.0,1,145.0,2001.0,6356000000.0,1422000000.0,0.0,25000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,8196999999.999999,1,145.0,2002.0,6775000000.0,1367000000.0,0.0,55000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,7935000000.0,1,145.0,2003.0,6383000000.0,1491000000.0,0.0,61000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,8500999999.999999,1,145.0,2004.0,6793000000.0,1652000000.0,0.0,56000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,8515000000.000001,1,145.0,2005.0,6811000000.0,1630000000.0,0.0,73000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,9281000000.0,1,145.0,2006.0,7372000000.0,1821000000.0,0.0,88000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,11958000000.0,1,145.0,2007.0,9570000000.0,2275000000.0,0.0,112000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,11918000000.0,1,145.0,2008.0,9337000000.0,2458000000.0,0.0,123000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,13030000000.0,1,145.0,2009.0,10648000000.0,2283000000.0,0.0,100000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,13772000000.0,1,145.0,2010.0,11180000000.0,2421000000.0,0.0,172000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,21368000000.0,1,145.0,2011.0,18206000000.0,3005000000.0,0.0,157000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,34996000000.0,1,145.0,2012.0,31394000000.0,3433000000.0,0.0,157000000.0,13000000.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,43478000000.0,1,145.0,2013.0,39791000000.0,3576000000.0,0.0,96000000.0,15000000.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,29630000000.0,1,145.0,2014.0,26014000000.0,3408000000.0,0.0,182000000.0,25000000.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,23279000000.0,1,145.0,2015.0,19694000000.0,3367000000.0,0.0,182000000.0,35000000.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,25629000000.0,1,145.0,2016.0,22533000000.0,2888000000.0,0.0,192000000.0,17000000.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,34139000000.000004,1,145.0,2017.0,30074000000.0,3759000000.0,0.0,300000000.0,6000000.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,45319000000.0,1,145.0,2018.0,40945000000.0,3957000000.0,0.0,414000000.0,3000000.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,47119000000.0,1,145.0,2019.0,41638000000.0,4994000000.0,0.0,487000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,42478000000.0,1,145.0,2020.0,36992000000.0,4961000000.0,0.0,525000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,35972000000.0,1,145.0,2021.0,30594000000.0,4804000000.0,0.0,574000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,40443000000.0,1,145.0,2022.0,34691000000.0,5150000000.0,0.0,603000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,44184000000.0,1,145.0,2023.0,38456000000.0,5125000000.0,0.0,603000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,44694000000.0,1,145.0,2024.0,38731000000.0,5360000000.0,0.0,603000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,1516000000.0,1,146.0,2000.0,1256000000.0,260000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,1627000000.0,1,146.0,2001.0,1167000000.0,460000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,1740000000.0,1,146.0,2002.0,1213000000.0,528000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,1863000000.0,1,146.0,2003.0,1278000000.0,586000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2034000000.0,1,146.0,2004.0,1344000000.0,690000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,1934000000.0,1,146.0,2005.0,1134000000.0,801000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2063000000.0,1,146.0,2006.0,1257000000.0,806000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2056000000.0,1,146.0,2007.0,1024000000.0,1030999999.9999999,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2605000000.0,1,146.0,2008.0,1512000000.0,1093000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,1682000000.0,1,146.0,2009.0,817000000.0,865000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2422000000.0,1,146.0,2010.0,1623000000.0,799000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2407000000.0,1,146.0,2011.0,1677000000.0,730000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2213000000.0,1,146.0,2012.0,1506000000.0,707000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2151000000.0,1,146.0,2013.0,1451000000.0,700000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2107000000.0,1,146.0,2014.0,1418000000.0,689000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2239000000.0,1,146.0,2015.0,1495000000.0,744000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2015000000.0,1,146.0,2016.0,1183000000.0,832000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2103000000.0,1,146.0,2017.0,1202000000.0,901000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2404000000.0,1,146.0,2018.0,1425000000.0,978000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2477000000.0,1,146.0,2019.0,1455000000.0,1022000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2404000000.0,1,146.0,2020.0,1513000000.0,890000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2411000000.0,1,146.0,2021.0,1326000000.0,1085000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2495000000.0,1,146.0,2022.0,1409000000.0,1087000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2407000000.0,1,146.0,2023.0,1334000000.0,1073000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2376000000.0,1,146.0,2024.0,1286000000.0,1090000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,26000000.0,1,147.0,2000.0,0.0,26000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,26000000.0,1,147.0,2001.0,0.0,26000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,44000000.0,1,147.0,2002.0,0.0,44000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,37000000.0,1,147.0,2003.0,0.0,37000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,48000000.0,1,147.0,2004.0,0.0,48000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,40000000.0,1,147.0,2005.0,0.0,40000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,40000000.0,1,147.0,2006.0,0.0,40000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,40000000.0,1,147.0,2007.0,0.0,40000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,44000000.0,1,147.0,2008.0,0.0,44000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,44000000.0,1,147.0,2009.0,0.0,44000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,59000000.0,1,147.0,2010.0,0.0,59000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,37000000.0,1,147.0,2011.0,0.0,37000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,40000000.0,1,147.0,2012.0,0.0,40000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,51000000.0,1,147.0,2013.0,0.0,51000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,44000000.0,1,147.0,2014.0,0.0,44000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,51000000.0,1,147.0,2015.0,0.0,51000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,29000000.0,1,147.0,2016.0,0.0,29000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,26000000.0,1,147.0,2017.0,0.0,26000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,29000000.0,1,147.0,2018.0,0.0,29000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,26000000.0,1,147.0,2019.0,0.0,26000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,22000000.0,1,147.0,2020.0,0.0,22000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,22000000.0,1,147.0,2021.0,0.0,22000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,26000000.0,1,147.0,2022.0,0.0,26000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,26000000.0,1,147.0,2023.0,0.0,26000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,27000000.0,1,147.0,2024.0,0.0,27000000.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,33199000000.0,1,148.0,2000.0,10028000000.0,19756000000.0,88000000.0,3326000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,36809000000.0,1,148.0,2001.0,12774000000.0,19872000000.0,84000000.0,4078999999.9999995,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,37310000000.0,1,148.0,2002.0,13106000000.0,19987000000.0,84000000.0,4131999999.9999995,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,36570000000.0,1,148.0,2003.0,12234000000.0,20071000000.0,81000000.0,4184000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,42226000000.0,1,148.0,2004.0,13689000000.0,24043000000.0,99000000.0,4395000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,44661000000.0,1,148.0,2005.0,14084000000.0,25344000000.0,868000000.0,4364000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,46249000000.0,1,148.0,2006.0,14699000000.0,25983000000.0,1095000000.0,4472000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,48913000000.0,1,148.0,2007.0,15078000000.0,27588000000.0,1242000000.0,5004000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,51372000000.0,1,148.0,2008.0,14122000000.0,30681000000.0,1114000000.0,5455000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,50860000000.0,1,148.0,2009.0,13168000000.0,30884000000.0,1209000000.0,5598000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,54365000000.0,1,148.0,2010.0,13223000000.0,34478000000.0,1304000000.0,5359000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,54868000000.0,1,148.0,2011.0,11465000000.0,36574000000.0,1638000000.0,5191000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,56954000000.0,1,148.0,2012.0,11462000000.0,37258000000.0,2396000000.0,5838000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,56606000000.0,1,148.0,2013.0,11212000000.0,36973000000.0,2349000000.0,6073000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,57175000000.0,1,148.0,2014.0,15300000000.0,34458000000.0,2246000000.0,5171000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,58499000000.0,1,148.0,2015.0,16847000000.000002,34079000000.0,2323000000.0,5250000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,58457000000.0,1,148.0,2016.0,16235000000.0,34654000000.0,2363000000.0,5205000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,61104000000.0,1,148.0,2017.0,16875000000.0,36828000000.0,2345000000.0,5055000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,62315000000.0,1,148.0,2018.0,19519000000.0,35792000000.0,2113999999.9999998,4889000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,68743000000.0,1,148.0,2019.0,25263000000.0,36479000000.0,2004000000.0,4997000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,64542000000.0,1,148.0,2020.0,25355000000.0,33152000000.0,1557000000.0,4478000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,70275000000.0,1,148.0,2021.0,26592000000.0,36986000000.0,1557000000.0,5140000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,69779000000.0,1,148.0,2022.0,26936000000.0,37812000000.0,438000000.0,4593000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,68961000000.0,1,148.0,2023.0,25266000000.0,37534000000.0,1781000000.0,4380000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,69062000000.0,1,148.0,2024.0,22983000000.0,39902000000.0,1798000000.0,4380000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,1322000000.0,1,149.0,2000.0,0.0,1213000000.0,0.0,109000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,1554000000.0,1,149.0,2001.0,0.0,1444000000.0,4000000.0,107000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,1537000000.0,1,149.0,2002.0,0.0,1337000000.0,4000000.0,197000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,1856000000.0,1,149.0,2003.0,0.0,1612000000.0,4000000.0,240000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,1864000000.0,1,149.0,2004.0,0.0,1638000000.0,7000000.0,219000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,1770000000.0,1,149.0,2005.0,0.0,1436000000.0,139000000.0,194000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,1916000000.0,1,149.0,2006.0,0.0,1517000000.0,161000000.0,238000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2189000000.0,1,149.0,2007.0,26000000.0,1836000000.0,70000000.0,257000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2180000000.0,1,149.0,2008.0,26000000.0,1751000000.0,117000000.0,286000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2439000000.0,1,149.0,2009.0,26000000.0,1964000000.0,150000000.0,299000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2638000000.0,1,149.0,2010.0,26000000.0,2117000000.0,154000000.0,341000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,3107000000.0,1,149.0,2011.0,125000000.0,2426000000.0,183000000.0,373000000.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,3052000000.0,1,149.0,2012.0,40000000.0,2313000000.0,172000000.0,453000000.0,74000000.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,3579000000.0,1,149.0,2013.0,37000000.0,2675000000.0,355000000.0,506000000.0,6000000.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,8118000000.0,1,149.0,2014.0,821000000.0,5364000000.0,1326000000.0,586000000.0,21000000.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,6731000000.0,1,149.0,2015.0,433000000.0,3934000000.0,1741000000.0,614000000.0,9000000.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,8548000000.0,1,149.0,2016.0,51000000.0,6009000000.0,1535000000.0,948000000.0,4000000.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,6905000000.0,1,149.0,2017.0,26000000.0,4335000000.0,1612000000.0,911000000.0,22000000.0,0.0
0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,7010000000.0,1,149.0,2018.0,62000000.0,4388000000.0,1617000000.0,930000000.0,13000000.0,0.0
